"id_global","id_PGJ","id_SSC","id_C5","fecha_incidente","hora_incidente","calle","colonia","alcaldia","lat","lon","delito_pgj","categoria_delito_pgj","fiscalia","agencia","unidad_investigacion"
437,20543,NA,NA,"05/07/2018","14:19:00","ERMITA IZTAPALAPA","CITLALLI","IZTAPALAPA",19.3446289969354,-99.0261102635259,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-9","UI-1SD"
438,20582,NA,NA,"07/07/2018","00:30:00","EJE 3","GRANJAS DE SAN ANTONIO","IZTAPALAPA",19.3633100889068,-99.1097908216668,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-8","UI-2CD"
439,20623,NA,NA,"09/07/2018","17:00:00","TEYACA","2A. AMPLIACIÓN SANTIAGO ACAHUALTEPEC","IZTAPALAPA",19.3518099928818,-99.0141166811912,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-9","UI-2SD"
440,20726,NA,NA,"15/07/2018","06:35:00","CALZADFA DE TLALPAN","EL CENTINELA","COYOACAN",19.3374718326599,-99.1422276465013,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-2","UI-2CD"
441,20735,NA,NA,"15/07/2018","16:00:00","LAGO COMO  Y  LAGO  TRASIMENO","LOS MANZANOS","MIGUEL HIDALGO",19.4475511031273,-99.1836020162204,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","H2","UI-1SD"
442,20767,NA,NA,"17/07/2018","19:00:00","CARRETERA PICACHO AJUSCO","SAN MIGUEL AJUSCO","TLALPAN",19.2322908236338,-99.1923543167844,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-2","UI-1CD"
443,20793,NA,NA,"19/07/2018","03:00:00","AVENIDA 11 Y CALLE SABADELL","GRANJAS DE SAN ANTONIO","IZTAPALAPA",19.3564289840462,-99.1084330131801,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-8","UI-2CD"
444,20815,NA,NA,"20/07/2018","06:50:00","SE RECIBE NOTIFICACION CASO MEDICO LEGAL PROCEDENTE DEL HOSPITAL DR. VICOTIRO DE LA FUENTE NARVAEZ.","MAGDALENA DE LAS SALINAS","GUSTAVO A MADERO",19.4842924958565,-99.1366982996438,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-3","UI-1SD"
445,20818,NA,NA,"20/07/2018","09:30:00","MOTAÑA ROCAYOSA","LOMAS DE CHAPULTEPEC I SECCIÓN","MIGUEL HIDALGO",19.4121748477569,-99.227004501638,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","H2","UI-1SD"
446,21116,NA,NA,"02/08/2018","18:35:00","LITOGRAFIA","20 DE NOVIEMBRE","VENUSTIANO CARRANZA",19.4443305728453,-99.1092951076161,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-2CD"
447,21137,NA,NA,"03/08/2018","15:45:00","SIERRA  NEVADA","LOMAS DE CHAPULTEPEC I SECCIÓN","MIGUEL HIDALGO",19.424947339434,-99.2131175347471,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","MH-3","UI-1SD"
448,21152,NA,NA,"04/08/2018","07:00:00","AUTOPISTA MEXICO TOLUCA","CRUZ BLANCA","CUAJIMALPA DE MORELOS",19.3197631996911,-99.3263881001256,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAJIMALPA","CJ-1","UI-1SD"
449,21185,NA,NA,"05/08/2018","09:47:00","13 Y14","GUADALUPE PROLETARIA","GUSTAVO A MADERO",19.5230020372052,-99.1573451840736,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-3","UI-2SD"
450,21234,NA,NA,"07/08/2018","22:20:00","SUR 103,CECILIO ROBELO","EL PARQUE","VENUSTIANO CARRANZA",19.4250555330631,-99.1161201550599,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-1CD"
451,21275,NA,NA,"09/08/2018","20:39:59","PROLONGACION 5 DE MAYO  S/N","LA MARTINICA II","ALVARO OBREGON",19.3589220185611,-99.2192055738089,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN ÁLVARO OBREGÓN","AO-2","UI-3SD"
452,21324,NA,NA,"11/08/2018","16:20:00","CALZADA DE LOS MISTERIOS","INDUSTRIAL","GUSTAVO A MADERO",19.4716082894424,-99.1238074684805,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-6","UI-2CD"
453,21399,NA,NA,"15/08/2018","01:59:00","CALZADA DE LAS BOMBAS 117","LOS GIRASOLES","COYOACAN",19.3088722020621,-99.1293000001561,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-5","UI-3CD"
454,21418,NA,NA,"16/08/2018","06:40:00","FRAY SERVANDO TERESA DE MIER","JARDÍN BALBUENA","VENUSTIANO CARRANZA",19.4200478293988,-99.1129932765773,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-1SD"
455,21427,NA,NA,"16/08/2018","19:25:00","PERIFERICO CON DIRECCION AL NORTE","SANTA MARIA NONOALCO","BENITO JUAREZ",19.3807409752303,-99.1916008574382,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN BENITO JUÁREZ","BJ-1","UI-1SD"
456,21458,NA,NA,"18/08/2018","04:12:00","CANAL DE RIO CHURUBUSCO","EL RODEO","IZTACALCO",19.3913102961476,-99.0880811707934,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTACALCO","IZC-2","UI-3SD"
457,21473,NA,NA,"19/08/2018","03:30:00","AV. SAN LORENZO","EL MOLINO","IZTAPALAPA",19.3553901960173,-99.0882131998771,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-4","UI-3SD"
458,21515,NA,NA,"20/08/2018","16:54:00","CIRCUITO INTERIOR","PERALVILLO","CUAUHTEMOC",19.4648657658422,-99.134242422154,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-2","UI-2CD"
459,21622,NA,NA,"25/08/2018","10:25:00","AV. DIAZ ORDAZ","2A AMPLIACIÓN JALALPA TEPITO","ALVARO OBREGON",19.3724877418294,-99.2377589755527,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-7","UI-1SD"
460,21776,NA,NA,"31/08/2018","22:50:00","CARRILES CENTRALES DE PERIFERICO A LA ALTURA DEL CENTRO COMERCIAL COSTCO","JOSÉ MARIA PINO SUÁREZ","ALVARO OBREGON",19.3994404818239,-99.1941211956884,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN ÁLVARO OBREGÓN","AO-1","UI-1SD"
461,21857,NA,NA,"03/09/2018","23:02:59","AVENIDA TELECOMUNICACIONES","UNIDAD EJÉRCITO CONSTITUCIONALISTA","IZTAPALAPA",19.3820703044888,-99.0506466310568,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-1CD"
462,21896,NA,NA,"06/09/2018","00:04:00","AV. INSURGENTES NORTE","LINDAVISTA","GUSTAVO A MADERO",19.48740466892,-99.1244904389598,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","H2","UI-1SD"
463,21938,NA,NA,"07/09/2018","19:43:00","AV. PERIFERICO (DIRECCION ORIENTE A PONIENTE)","INFONAVIT CAMINO SAN JUAN DE ARAGON","GUSTAVO A MADERO",19.4729007003488,-99.0825162998177,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-2","UI-2CD"
464,21948,NA,NA,"08/09/2018","03:35:00","AVENIDA PERIFERICO SUR","GUADALUPE TLALPAN","TLALPAN",19.2858419973419,-99.147311718914,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-3","UI-2CD"
465,21959,NA,NA,"08/09/2018","09:00:00","AV. PERIFERICO","BARRIO 18","XOCHIMILCO",19.2805694408295,-99.1116094908174,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN XOCHIMILCO","XO-2","UI-3CD"
466,22014,NA,NA,"11/09/2018","07:30:00","","MOCTEZUMA 1A SECCIÓN","VENUSTIANO CARRANZA",19.4286122019875,-99.1052618001858,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-3CD"
467,22026,NA,NA,"12/09/2018","00:40:59","PASEO DE LA REFORMA","LOMAS DE CHAPULTEPEC I SECCIÓN","MIGUEL HIDALGO",19.4141825653052,-99.2194517891234,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","MH-4","UI-3SD"
468,22092,NA,NA,"14/09/2018","18:28:00","AVENIDA CHAPULTEPEC","ROMA NORTE","CUAUHTEMOC",19.4221415339376,-99.1649590111594,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-7","UI-2SD"
469,22167,NA,NA,"18/09/2018","21:52:00","ZARCO","GUERRERO","CUAUHTEMOC",19.4449569571843,-99.1451667255558,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN AGENCIAS DE ATENCIÓN ESPECIALIZADAS","STCMP","UI-1CD"
470,22171,NA,NA,"19/09/2018","07:00:00","RIO MAGDALENA","PROGRESO TIZAPAN","ALVARO OBREGON",19.3369752563418,-99.1983902289443,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN ÁLVARO OBREGÓN","AO-3","UI-1CD"
471,22191,NA,NA,"19/09/2018","20:05:00","ESTAÑO","MAZA","CUAUHTEMOC",19.4557564358118,-99.1284534600224,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-1","UI-1SD"
472,22225,NA,NA,"21/09/2018","14:45:00","SUR 103","EL PARQUE","VENUSTIANO CARRANZA",19.4250555330631,-99.1161201550599,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-1CD"
473,22235,NA,NA,"21/09/2018","23:45:00","AVENIDA MEXICO 68","CUAJIMALPA","CUAJIMALPA DE MORELOS",19.3567569001734,-99.3003075301485,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAJIMALPA","CJ-1","UI-1SD"
474,22236,NA,NA,"22/09/2018","02:20:00","BELISARIO DOMINGUEZ","SANTIAGO TULYEHUALCO - PUEBLO","XOCHIMILCO",19.253805476255,-99.0129884310308,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN XOCHIMILCO","XO-2","UI-1CD"
475,22271,NA,NA,"23/09/2018","06:00:00","INSURGENTES NORTE","SAN SIMÓN TOLNAHUAC","CUAUHTEMOC",19.4587605750437,-99.1471960439552,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-3","UI-2SD"
476,22423,NA,NA,"29/09/2018","08:59:00","AV. DE LAS TORRES","MIGUEL HIDALGO 2A SECCIÓN","TLALPAN",19.2842933716445,-99.1953174882094,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-2","UI-3CD"
477,22565,NA,NA,"05/10/2018","20:05:00","DR LUCIO","DOCTORES","CUAUHTEMOC",19.4149463428051,-99.1529029029589,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","H1","UI-1SD"
478,22580,NA,NA,"06/10/2018","05:00:00","AVENIDA UNIVERSIDAD","DEL CARMEN","COYOACAN",19.3537816346445,-99.1635583391775,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-2","UI-3CD"
479,22662,NA,NA,"09/10/2018","22:00:00","CAMINO REAL A ZAPOTITLAN","SAN MIGUEL ZAPOTITLA","TLAHUAC",19.3098814190104,-99.0342041183296,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLAHUAC","TLH-1","UI-1SD"
480,22663,NA,NA,"09/10/2018","22:30:00","RIO PAPALOAPAN ESQUINA TENANGO","BARRANCA SECA","LA MAGDALENA CONTRERAS",19.3048696859728,-99.2414083133682,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MAGDALENA CONTRERAS","MC-1","UI-1SD"
481,22664,NA,NA,"09/10/2018","23:20:00","CALZADA DE TLALPAN","XOTEPINGO","COYOACAN",19.3296370526874,-99.140110956501,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-3","UI-1CD"
482,22710,NA,NA,"12/10/2018","01:13:00","CALZADA IGNACIO ZARAGAOZA","EL PARAÍSO","IZTAPALAPA",19.3807725915277,-99.02873592322,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-1CD"
483,22711,NA,NA,"12/10/2018","04:00:00","CAMINO REAL  CASI  MANUEL NEGRETE","SAN MIGUEL ZAPOTITLA","TLAHUAC",19.3042537725293,-99.0367406664969,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLAHUAC","TLH-1","UI-1SD"
484,22740,NA,NA,"13/10/2018","02:35:00","CARRETERA XOCHIMILCO OAXTEPEC KILOMETRO 18+500 CON DIRECCIÓN A OAXTEPEC","PANCHIMALCO (SAN PEDRO ATOCPAN)","MILPA ALTA",19.2008779838798,-99.0450294354106,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MILPA ALTA","MIL-1","UI-1CD"
485,22764,NA,NA,"14/10/2018","04:00:00","JUVENTINO ROSAS","PERALVILLO","CUAUHTEMOC",19.4589922997872,-99.1336577335398,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-1","UI-2SD"
486,22911,NA,NA,"20/10/2018","01:20:00","EJE FORTUNA","MAGDALENA DE LAS SALINAS","GUSTAVO A MADERO",19.4837499873178,-99.1330903694906,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-3","UI-2SD"
487,22924,NA,NA,"20/10/2018","11:30:00","CECLIO ROBELO Y SUR 103","EL PARQUE","VENUSTIANO CARRANZA",19.4250571359459,-99.1161150114059,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-3CD"
488,23002,NA,NA,"23/10/2018","23:50:00","LATERAL SUR DE VIAUDUCTO","VIADUCTO PIEDAD","IZTACALCO",19.4030470095503,-99.1347714259932,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN BENITO JUÁREZ","BJ-2","UI-3CD"
489,23015,NA,NA,"24/10/2018","15:15:00","JOSE MARIA IGLESIAS","TABACALERA","CUAUHTEMOC",19.4385785856916,-99.1549754362486,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-5","UI-1SD"
490,23086,NA,NA,"27/10/2018","07:30:00","PERIFERICO","ARENAL 4A SECCIÓN","VENUSTIANO CARRANZA",19.4316251175977,-99.059729232075,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-5","UI-1SD"
491,23105,NA,NA,"28/10/2018","05:00:00","CARR. MEXICO-TOLUCA","LOMAS DE SANTA FE","ALVARO OBREGON",19.3870900993608,-99.2407996002986,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN ÁLVARO OBREGÓN","AO-2","UI-1SD"
492,23116,NA,NA,"28/10/2018","17:39:00","EJE CINCO ORIENTE","CHINAMPAC DE JUÁREZ","IZTAPALAPA",19.3858368877019,-99.0602336332932,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-5","UI-2SD"
493,23133,NA,NA,"29/10/2018","16:33:00","AV. CENTENARIO","LOMAS DE PLATEROS","ALVARO OBREGON",19.3663566703913,-99.2031322051705,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN ÁLVARO OBREGÓN","AO-3","UI-3CD"
494,23271,NA,NA,"05/11/2018","01:00:00","CARERRETERA MEXICO PUEBLA (LA COL. CAMPESTRE POTRERO NO ESTA MARCADA)","EMILIANO ZAPATA","IZTAPALAPA",19.3301777246774,-98.9661304727349,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-9","UI-3SD"
495,23306,NA,NA,"06/11/2018","11:30:00","AVENIDA ERMITA IZTAPALAPA","SANTA MARIA AZTAHUACAN","IZTAPALAPA",19.3450189994511,-99.023414136891,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-9","UI-2SD"
496,23367,NA,NA,"09/11/2018","09:53:59","ERMITA IZTAPALAPA","CITLALLI","IZTAPALAPA",19.3449572245569,-99.0229533303498,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-9","UI-2SD"
